block,lot,parcel_number,property_address,address,tier,status,bos_district,point,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods
0619,001,0619001,1741 POLK ST,"1741 POLK ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",3,POINT (-122.421381051291 37.793038062263),105,105,4,3,32
0222,001,0222001,1055 MASON ST,"1055 MASON ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",3,POINT (-122.411358491927 37.793467138934),16,16,6,3,21
0665,031,0665031,1725 PINE ST,"1725 PINE ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.424232001341 37.788887702115),100,100,4,6,39
4281A,004,4281A004,1418 RHODE ISLAND ST,"1418 RHODE ISLAND ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10,POINT (-122.401625754844 37.751659027446),54,54,2,9,26
1234,037,1234037,1315 PAGE ST,"1315 PAGE ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.442484509753 37.771296294641),112,112,7,11,3
6688,030,6688030,55 PARK ST,"55 PARK ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.424939393536 37.736901416555),61,61,9,5,2
0133,036,0133036,369 GREEN ST,"369 GREEN ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.405374911749 37.79978779471),18,18,6,3,23
1351,015,1351015,81 07TH AV,"81 07TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.46610348985 37.786962575843),4,4,8,6,11
2649,005,2649005,2605 MARKET ST,"2605 MARKET ST, SAN FRANCISCO CA",3,Non-Compliant,8,POINT (-122.43756875244 37.761685174344),115,115,3,5,5
1169,011,1169011,2390 FULTON ST,"2390 FULTON ST, SAN FRANCISCO CA",3,Non-Compliant,1,POINT (-122.456052416417 37.774720871346),12,12,8,4,18
3575,038,3575038,2135 MISSION ST,"2135 MISSION ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",9,POINT (-122.419102862569 37.76285673862),53,53,3,2,20
3557,030,3557030,3362 16TH ST,"3362 16TH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.427967415819 37.764755691332),37,37,3,5,5
6540,001,6540001,501 JERSEY ST,"501 JERSEY ST, SAN FRANCISCO CA",3,Non-Compliant,8,POINT (-122.436487879419 37.750212888995),84,84,3,5,22
0681,035,0681035,2275 SUTTER ST,"2275 SUTTER ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.437693795399 37.785276805261),103,103,4,11,15
1170,035,1170035,2288 FULTON ST,"2288 FULTON ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.454334491759 37.775069526215),12,12,7,4,18
1516,046,1516046,6445 GEARY BL,"6445 GEARY BL, SAN FRANCISCO CA",3,Non-Compliant,1,POINT (-122.488673761107 37.779602517175),8,8,8,4,29
0486A,001,0486A001,1 TOLEDO WY,"1 TOLEDO WY, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.437702794506 37.801431963849),17,17,4,6,13
0438A,012,0438A012,3727 FILLMORE ST,"3727 FILLMORE ST, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.437523917325 37.804813273857),17,17,4,6,13
1117,001,1117001,1050 BAKER ST,"1050 BAKER ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.441780864237 37.781234101176),13,13,7,6,18
1417,017,1417017,1550 CLEMENT ST,"1550 CLEMENT ST, SAN FRANCISCO CA",3,Non-Compliant,1,POINT (-122.475989413469 37.78257330379),5,5,8,4,29
1565,012B,1565012B,595 22ND AV,"595 22ND AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.481522607698 37.776613214131),8,8,8,4,29
3602,065,3602065,667 CASTRO ST,"667 CASTRO ST, SAN FRANCISCO CA",3,Non-Compliant,8,POINT (-122.434399315464 37.758289064361),115,115,3,5,5
0252,018,0252018,1275 CALIFORNIA ST,"1275 CALIFORNIA ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.41530298213 37.791033674822),16,16,6,3,21
1604,029,1604029,720 41ST AV,"720 41ST AV, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,POINT (-122.5012359062 37.775045398184),8,8,8,4,29
3115,053,3115053,675 MONTEREY BL,"675 MONTEREY BL, SAN FRANCISCO CA",3,Non-Compliant,7,POINT (-122.450566316772 37.731243883104),95,95,9,8,41
1523,031,1523031,462 22ND AV,"462 22ND AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.481101526582 37.77900635178),8,8,8,4,29
0758,028,0758028,1107 TURK ST,"1107 TURK ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.428174933858 37.780554230379),97,97,4,11,39
1157,014,1157014,1885 GOLDEN GATE AV,"1885 GOLDEN GATE AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.441501165752 37.778203168367),97,97,7,11,39
2807,042,2807042,495 GRAND VIEW AV,"495 GRAND VIEW AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.44230362594 37.751800785764),51,51,3,5,22
1355,056,1355056,1 03RD AV,"1 03RD AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.46167344427 37.78707977288),4,4,8,6,11
2358,034,2358034,1930 TARAVAL ST,"1930 TARAVAL ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,POINT (-122.487001598105 37.742800230364),40,40,10,7,35
3540,034,3540034,179 CASTRO ST,"179 CASTRO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.435240718608 37.766112311214),28,28,7,5,5
0547,014B,0547014B,1455 UNION ST,"1455 UNION ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.42319220168 37.798414021216),105,105,4,3,32
3753,084,3753084,277 SHIPLEY ST,"277 SHIPLEY ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",6,POINT (-122.404370199057 37.778406602719),32,32,1,10,34
1658,006,1658006,735 15TH AV,"735 15TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.473853961053 37.774219367615),5,5,8,4,29
0935,006B,0935006B,3130 BRODERICK ST,"3130 BRODERICK ST, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.444187125727 37.799281518661),17,17,4,6,13
0143,015,0143015,1090 MONTGOMERY ST,"1090 MONTGOMERY ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",3,POINT (-122.403793213352 37.799028800489),106,106,6,3,23
0278,001,0278001,965 HYDE ST,"965 HYDE ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",3,POINT (-122.417461221801 37.789860962985),50,50,6,3,21
6515,002,6515002,306 BARTLETT ST,"306 BARTLETT ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,POINT (-122.419827896861 37.751833022706),53,53,3,2,20
0979,027,0979027,2727 JACKSON ST,"2727 JACKSON ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.440443610232 37.791451992444),102,102,4,6,30
1234,034,1234034,1333 PAGE ST,"1333 PAGE ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.442730496897 37.77121280978),112,112,7,11,3
0218,018,0218018,1532 LARKIN ST,"1532 LARKIN ST, SAN FRANCISCO CA",3,Non-Compliant,3,POINT (-122.419014102281 37.792243622257),16,16,6,3,21
1414,005,1414005,235 19TH AVE,"235 19TH AVE, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.478857173767 37.783468010904),8,8,8,4,29
0076,003,0076003,1847 STOCKTON ST,"1847 STOCKTON ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.410018072185 37.802798714413),106,106,6,3,23
3638,030,3638030,1169 SOUTH VAN NESS AV,"1169 SOUTH VAN NESS AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,POINT (-122.416109021534 37.75450181149),53,53,3,2,20
1435,001,1435001,201 CLEMENT ST,"201 CLEMENT ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",1,POINT (-122.461364484643 37.782840532508),5,5,8,4,11
1254,077,1254077,262 FREDERICK ST,"262 FREDERICK ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.447539376982 37.767305651469),25,25,7,11,3
3538,040,3538040,59 NOE ST,"59 NOE ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.433050414607 37.768169559584),28,28,7,5,5
0089,001,0089001,1763 STOCKTON ST,"1763 STOCKTON ST, SAN FRANCISCO CA",4,"Work Complete, No CFC Issued yet",3,POINT (-122.409770015489 37.802146888451),106,106,6,3,23
0069,012,0069012,2632 LARKIN ST,"2632 LARKIN ST, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.421058943859 37.802316980385),107,107,6,6,32
1543,017,1543017,595 ARGUELLO BL,"595 ARGUELLO BL, SAN FRANCISCO CA",3,Non-Compliant,1,POINT (-122.458978826737 37.779572404783),5,5,8,4,11
0642,008A,0642008A,1875 SACRAMENTO ST,"1875 SACRAMENTO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.423796302567 37.790913412807),102,102,4,6,30
0529,019,0529019,1759 FILBERT ST,"1759 FILBERT ST, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.428509648709 37.798646069562),15,15,4,6,13
0592,001,0592001,1901 PACIFIC AV,"1901 PACIFIC AV, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.426684057329 37.794209168314),102,102,4,6,30
1081,024,1081024,1360 LYON ST,"1360 LYON ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.444419574646 37.78342811475),103,103,8,6,31
1274,002,1274002,1025 STANYAN ST,"1025 STANYAN ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.452978479663 37.765004794068),110,110,7,11,14
2636,001,2636001,1560 05TH AV,"1560 05TH AV, SAN FRANCISCO CA",3,Non-Compliant,7,POINT (-122.460153930864 37.759735151858),110,110,7,8,14
1669,024,1669024,5000 FULTON ST,"5000 FULTON ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.485564634331 37.772656994731),8,8,8,4,29
3568,028,3568028,120 ALBION ST,"120 ALBION ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.423123604606 37.764388165249),37,37,3,5,20
6653,001,6653001,401 30TH ST,"401 30TH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.429115918473 37.741816660023),59,59,9,5,10
1229,022,1229022,1871 PAGE ST,"1871 PAGE ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.451475694808 37.770099421075),25,25,7,11,3
3983,008,3983008,160 CONNECTICUT ST,"160 CONNECTICUT ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10,POINT (-122.39797107411 37.764276152021),54,54,1,9,26
0632,007,0632007,2780 SACRAMENTO ST,"2780 SACRAMENTO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.438695346145 37.789486213605),102,102,4,6,30
3731,092,3731092,155 RUSS ST,"155 RUSS ST, SAN FRANCISCO CA",3,Non-Compliant,6,POINT (-122.407176828862 37.778330233546),32,32,1,10,34
0660,005,0660005,2102 BUSH ST,"2102 BUSH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.432118507582 37.787426607298),101,101,4,11,30
0182,010,0182010,1142 JACKSON ST,"1142 JACKSON ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.413984914997 37.795362588898),16,16,6,3,21
0065,025,0065025,700 LOMBARD ST,"700 LOMBARD ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,POINT (-122.413257810074 37.802980020081),106,106,6,3,23
6593,042,6593042,201 27TH ST,"201 27TH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.425028352583 37.746864881641),84,84,9,5,22
1269,147,1269147,170 DOWNEY ST,"170 DOWNEY ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.446718237313 37.765873552866),114,114,7,11,3
1409,028,1409028,374 25TH AV,"374 25TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.484584476804 37.782521574926),8,8,8,4,29
0828,006A,0828006A,606 OAK ST,"606 OAK ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.429641759728 37.774355926399),26,26,4,11,9
0794,014,0794014,700 LAGUNA ST,"700 LAGUNA ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,POINT (-122.426317643573 37.777676191186),22,22,4,11,9
3590,037,3590037,3351 18TH ST,"3351 18TH ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",9,POINT (-122.418530168364 37.761742493988),53,53,3,2,20
1156,008,1156008,1604 MCALLISTER ST,"1604 MCALLISTER ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.438708768835 37.777915839879),97,97,7,11,39
0463A,018,0463A018,3436 PIERCE ST,"3436 PIERCE ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.439539396558 37.802024081363),17,17,4,6,13
1226,004,1226004,445 COLE ST,"445 COLE ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.450790035481 37.770882103509),25,25,7,11,3
1204,032,1204032,1359 HAYES ST,"1359 HAYES ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.43873687522 37.774584831128),24,24,7,11,9
1739,052,1739052,1247 11TH AV,"1247 11TH AV, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,POINT (-122.468844638729 37.764863550685),109,109,10,11,14
1648,026,1648026,772 06TH AV,"772 06TH AV, SAN FRANCISCO CA",3,Non-Compliant,1,POINT (-122.463467832643 37.774279847757),5,5,8,4,11
0566,004,0566004,2617 LAGUNA ST,"2617 LAGUNA ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.430412097661 37.795458169592),102,102,4,6,30
1538,039,1538039,420 07TH AV,"420 07TH AV, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,POINT (-122.464991121548 37.78047160542),5,5,8,4,11
0212,028,0212028,1067 WASHINGTON ST,"1067 WASHINGTON ST, SAN FRANCISCO CA",3,Non-Compliant,3,POINT (-122.410875700262 37.794362694173),16,16,6,3,21
1092,022,1092022,154 WOOD ST,"154 WOOD ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.448549803354 37.781475302672),12,12,7,4,18
1002,032,1002032,2845 WASHINGTON ST,"2845 WASHINGTON ST, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.439988631888 37.790606440652),102,102,4,6,30
0600,021,0600021,1885 JACKSON ST,"1885 JACKSON ST, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.425789894536 37.79332632793),102,102,4,6,30
2629A,046,2629A046,425 UPPER TR,"425 UPPER TR, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.445845934077 37.763654477369),112,112,7,5,3
0620,002,0620002,1651 LARKIN ST,"1651 LARKIN ST, SAN FRANCISCO CA",3,Non-Compliant,3,POINT (-122.419822697328 37.793211769127),105,105,4,3,32
3555,033,3555033,315 GUERRERO ST,"315 GUERRERO ST, SAN FRANCISCO CA",3,Non-Compliant,8,POINT (-122.423964897869 37.766089529022),37,37,3,5,20
1213,002B,1213002B,2130 FELL ST,"2130 FELL ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.453016099468 37.772391472169),24,24,7,11,18
0995,029,0995029,3545 WASHINGTON ST,"3545 WASHINGTON ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.451364289726 37.789158459369),10,10,8,6,31
1269,003,1269003,811 ASHBURY ST,"811 ASHBURY ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.44661332834 37.766909840546),114,114,7,11,3
0826,021,0826021,541 STEINER ST,"541 STEINER ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.432847652215 37.774308888417),26,26,4,11,9
3637,026,3637026,2647 MISSION ST,"2647 MISSION ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,POINT (-122.418315218386 37.754643820981),53,53,3,2,20
0844,007,0844007,728 PAGE ST,"728 PAGE ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.432856399228 37.773022415121),26,26,4,11,3
2847,002,2847002,110 PORTOLA DR,"110 PORTOLA DR, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.443975489501 37.749453015612),51,51,7,5,38
1425,001,1425001,205 08TH AV,"205 08TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.466888279893 37.78450095553),5,5,8,4,11
4039,031,4039031,324 PENNSYLVANIA AV,"324 PENNSYLVANIA AV, SAN FRANCISCO CA",3,Non-Compliant,10,POINT (-122.393887947692 37.762196991447),54,54,2,9,26
1369,041,1369041,845 LAKE ST,"845 LAKE ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.468762066245 37.786298598156),5,5,8,4,11
3502,106,3502106,134 DUBOCE AV,"134 DUBOCE AV, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8,POINT (-122.423322904109 37.770023655695),27,27,1,5,20
1765,015,1765015,1395 10TH AVE,"1395 10TH AVE, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.467445889595 37.762366107195),109,109,10,11,14
0927,019,0927019,2390 FRANCISCO ST,"2390 FRANCISCO ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",2,POINT (-122.444458739838 37.800891175208),17,17,4,6,13
0512,018,0512018,3132 SCOTT ST,"3132 SCOTT ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.440598719576 37.798881274071),14,14,4,6,13
0606,024,0606024,2455 JACKSON ST,"2455 JACKSON ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.435420329713 37.792088922995),102,102,4,6,30
1042,016,1042016,90 HEATHER AV,"90 HEATHER AV, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,POINT (-122.452522082661 37.784294528795),11,11,8,6,31
1765,062,1765062,1382 11TH AV,"1382 11TH AV, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.468167596213 37.762426793326),109,109,10,11,14
0115,054,0115054,423 UNION ST,"423 UNION ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",3,POINT (-122.40646628853 37.800576917595),106,106,6,3,23
1652,010G,1652010G,771 09TH AV,"771 09TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.467319485417 37.773898445921),5,5,8,4,11
0510,013,0510013,2250 GREENWICH ST,"2250 GREENWICH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.43683336534 37.799092142892),15,15,4,6,13
3579,032,3579032,3627 17TH ST,"3627 17TH ST, SAN FRANCISCO CA",3,Non-Compliant,8,POINT (-122.427015321531 37.762750958256),37,37,3,5,5
1569,019,1569019,2558 BALBOA ST,"2558 BALBOA ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.486442519295 37.77641873644),8,8,8,4,29
1180,034,1180034,1543 MCALLISTER ST,"1543 MCALLISTER ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.437453148143 37.777623434748),23,23,4,11,39
3588,063A,3588063A,16 LINDA ST,"16 LINDA ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.423120468499 37.761187839781),37,37,3,5,20
3584,086,3584086,3947 18TH ST,"3947 18TH ST, SAN FRANCISCO CA",3,Non-Compliant,8,POINT (-122.431615251492 37.760848214511),52,52,3,5,5
0129,029,0129029,755 GREEN ST,"755 GREEN ST, SAN FRANCISCO CA",3,Non-Compliant,3,POINT (-122.411526659877 37.798907173063),107,107,6,3,6
4146,031,4146031,927 ALABAMA ST,"927 ALABAMA ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,POINT (-122.411095697827 37.756953710232),53,53,3,2,20
2611,016,2611016,88 CASTRO ST,"88 CASTRO ST, SAN FRANCISCO CA",3,Non-Compliant,8,POINT (-122.435854305709 37.767525918536),112,112,7,5,5
1833,014A,1833014A,1640 KIRKHAM ST,"1640 KIRKHAM ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",4,POINT (-122.478627441975 37.760006584833),39,39,10,7,35
1705,026,1705026,1276 46TH AV,"1276 46TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,POINT (-122.505760042973 37.762717695426),39,39,10,7,35
1422,026,1422026,270 12TH AV,"270 12TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.470559013585 37.783230552627),5,5,8,4,11
2901B,026,2901B026,691 PORTOLA DR,"691 PORTOLA DR, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",7,POINT (-122.452900525489 37.744357808262),72,72,9,8,41
0120,008,0120008,980 GREEN ST,"980 GREEN ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.41507121896 37.799013451492),107,107,6,3,32
1058,011,1058011,4 LUPINE AVE,"4 LUPINE AVE, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.449445198969 37.783905172035),11,11,8,6,31
3576,053,3576053,3478 18TH ST,"3478 18TH ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,POINT (-122.421085030842 37.761937859302),53,53,3,2,20
1453,032,1453032,350 22ND AV,"350 22ND AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.481262613426 37.781214611515),8,8,8,4,29
1246,011,1246011,657 CLAYTON ST,"657 CLAYTON ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.448695886764 37.768955975651),25,25,7,11,3
1517,021A,1517021A,568 28TH AV,"568 28TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.487521971089 37.778646270316),8,8,8,4,29
5719,015,5719015,105 RICHLAND AV,"105 RICHLAND AV, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",9,POINT (-122.424103848561 37.736149627945),61,61,9,2,2
3602,066,3602066,661 CASTRO ST,"661 CASTRO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.434407180242 37.758371217828),115,115,3,5,5
5712,001,5712001,10 GLADYS ST,"10 GLADYS ST, SAN FRANCISCO CA",3,Non-Compliant,9,POINT (-122.422486953435 37.74014114256),61,61,9,2,2
3617,061,3617061,925 GUERRERO ST,"925 GUERRERO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.42297856041 37.756352865444),52,52,3,5,20
3534,003,3534003,120 GUERRERO ST,"120 GUERRERO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.424889327622 37.76934219138),37,37,3,5,20
1204,021,1204021,406 BRODERICK ST,"406 BRODERICK ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.439017394515 37.774079429944),24,24,7,11,9
0122,027D,0122027D,1125 UNION ST,"1125 UNION ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.417800609426 37.79910521112),107,107,6,3,32
2847,048,2847048,875 BURNETT AV,"875 BURNETT AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.444735104631 37.748809268338),51,51,7,5,38
0153,011,0153011,1705 HYDE ST,"1705 HYDE ST, SAN FRANCISCO CA",3,Non-Compliant,3,POINT (-122.418753989213 37.79654114904),107,107,6,3,32
5457,038,5457038,2845 SAN BRUNO AV,"2845 SAN BRUNO AV, SAN FRANCISCO CA",3,Non-Compliant,9,POINT (-122.402623806169 37.725967269566),91,91,2,2,25
0153,014,0153014,1324 BROADWAY,"1324 BROADWAY , SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.419050269466 37.796614929831),107,107,6,3,32
1007,002,1007002,1945 LYON ST,"1945 LYON ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.445987184272 37.788975835845),10,10,8,6,31
0859,031,0859031,413 HAIGHT ST,"413 HAIGHT ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",5,POINT (-122.429167496871 37.772097074654),26,26,4,11,9
7515A,027,7515A027,5094A DIAMOND HEIGHTS BL,"5094A DIAMOND HEIGHTS BL, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.44205447666 37.746674955693),57,57,9,5,22
1381,019,1381019,5940 CALIFORNIA ST,"5940 CALIFORNIA ST, SAN FRANCISCO CA",3,Non-Compliant,1,POINT (-122.4814293655 37.784293719067),2,2,8,4,29
0048,016,0048016,970 CHESTNUT ST,"970 CHESTNUT ST, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.419381114959 37.803266361023),107,107,6,6,32
1200,001,1200001,1401 GROVE ST,"1401 GROVE ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.43992965556 37.775538069459),24,24,7,11,9
6525,031,6525031,1119 SHOTWELL ST,"1119 SHOTWELL ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,POINT (-122.414675179767 37.75045626476),53,53,3,2,20
